id;studyid;reference;lat;lon;mat;map;clay;soc;ph;year;g_crop_type;management;describe;fertilizer_type;crop_residue;tillage;cover_crop_and_crop_rotation;fertilizer_strategy;rfr;rfp;rft;n_dose;replication ;nue_type;nuet_mean;nuet_sd;nuec_mean;nuec_sd;nup_type;nut_mean;nut_sd;nut_0N;nuc_mean;nuc_sd;nuc_0N
2142;367;Yin Xiao-fang_2010_Characeristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;2;wheat;RES;5000kg/ha;mineral;yes;conventional;no;rate;yes;no;no;150;3;REN;17,2;;9,5;;;;;;;;
2143;367;Yin Xiao-fang_2010_Characeristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;2;wheat;RFR;;mineral;no;conventional;no;rate;yes;no;no;150;3;REN;53,6;;36,2;;;;;;;;
2144;367;Yin Xiao-fang_2010_Characeristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;2;wheat;RFR;;mineral;no;conventional;no;rate;yes;no;no;75;3;REN;36,7;;36,2;;;;;;;;
2145;367;Yin Xiao-fang_2010_Characeristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;2;wheat;RES;5000kg/ha;mineral;yes;conventional;no;rate;yes;no;no;150;3;REN;47;;36,2;;;;;;;;
2146;367;Yin Xiao-fang_2010_Characeristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;2;maize;RFR;;mineral;no;conventional;no;rate;yes;no;no;180;3;REN;18;;14;;;;;;;;
2147;367;Yin Xiao-fang_2010_Characeristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;2;maize;RFR;;mineral;no;conventional;no;rate;yes;no;no;90;3;REN;27,4;;14;;;;;;;;
2148;367;Yin Xiao-fang_2010_Characeristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;2;maize;RES;5000kg/ha;mineral;yes;conventional;no;rate;yes;no;no;180;3;REN;9,4;;14;;;;;;;;
2149;367;Yin Xiao-fang_2010_Characeristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;2;maize;RFR;;mineral;no;conventional;no;rate;yes;no;no;180;3;REN;38;;17,9;;;;;;;;
2150;367;Yin Xiao-fang_2010_Characeristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;2;maize;RFR;;mineral;no;conventional;no;rate;yes;no;no;90;3;REN;26,1;;17,9;;;;;;;;
2151;367;Yin Xiao-fang_2010_Characeristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;2;maize;RES;5000kg/ha;mineral;yes;conventional;no;rate;yes;no;no;180;3;REN;35,3;;17,9;;;;;;;;
2152;368;Yong, T_2015_Effect_Chinese;30,05;104,14;17,43784803;1093,929795;26,03571429;10,77142857;7,257142857;1;maize;RFR;Reducing fertilizer rate;mineral;no;conventional;no;rate;yes;no;no;180;3;REN;14;;8,9;;;;;;;;
2153;368;Yong, T_2015_Effect_Chinese;30,05;104,14;17,43784803;1093,929795;26,03571429;10,77142857;7,257142857;1;maize;RFR;Reducing fertilizer rate;mineral;no;conventional;no;rate;yes;no;no;180;3;REN;35,6;;28,9;;;;;;;;
2154;368;Yong, T_2015_Effect_Chinese;30,05;104,14;17,43784803;1093,929795;26,03571429;10,77142857;7,257142857;1;maize;RFR;Reducing fertilizer rate;mineral;no;conventional;yes;rate;yes;no;no;180;3;REN;15,1;;3,2;;;;;;;;
2155;368;Yong, T_2015_Effect_Chinese;30,05;104,14;17,43784803;1093,929795;26,03571429;10,77142857;7,257142857;1;maize;RFR;Reducing fertilizer rate;mineral;no;conventional;yes;rate;yes;no;no;180;3;REN;37,6;;24,4;;;;;;;;
2156;368;Yong, T_2015_Effect_Chinese;30,05;104,14;17,43784803;1093,929795;26,03571429;10,77142857;7,257142857;1;maize;ROT;Reducing fertilizer rate;mineral;no;conventional;yes;rate;yes;no;no;180;3;REN;15,1;;8,9;;;;;;;;
2157;368;Yong, T_2015_Effect_Chinese;30,05;104,14;17,43784803;1093,929795;26,03571429;10,77142857;7,257142857;1;maize;ROT;Reducing fertilizer rate;mineral;no;conventional;yes;rate;yes;no;no;180;3;REN;37,6;;28,9;;;;;;;;
2158;369;You Laiyong_2015_Effect_Chinese;30,95;103,73;15,00420545;1499,256684;25,44285714;15,71428571;6,7;1;wheat;RES;;mineral;yes;conventional;no;conventional;no;no;no;180;3;REN;72,77777778;;48,89444444;;up_total;181;;50;138,01;;50
2159;369;You Laiyong_2015_Effect_Chinese;30,95;103,73;15,00420545;1499,256684;25,44285714;15,71428571;6,7;1;wheat;RES;;mineral;yes;conventional;no;conventional;no;no;no;180;3;REN;75,59444444;;48,89444444;;up_total;186,07;;50;138,01;;50
2160;369;You Laiyong_2015_Effect_Chinese;30,95;103,73;15,00420545;1499,256684;25,44285714;15,71428571;6,7;1;wheat;RES;;mineral;yes;conventional;no;conventional;no;no;no;180;3;REN;84,46666667;;48,89444444;;up_total;202,04;;50;138,01;;50
2161;369;You Laiyong_2015_Effect_Chinese;30,95;103,73;15,00420545;1499,256684;25,44285714;15,71428571;6,7;1;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;180;3;REN;65,91111111;;30,99444444;;up_total;172,86;;54,22;110,01;;54,22
2162;369;You Laiyong_2015_Effect_Chinese;30,95;103,73;15,00420545;1499,256684;25,44285714;15,71428571;6,7;1;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;180;3;REN;53,80555556;;30,99444444;;up_total;151,07;;54,22;110,01;;54,22
2163;369;You Laiyong_2015_Effect_Chinese;30,95;103,73;15,00420545;1499,256684;25,44285714;15,71428571;6,7;1;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;180;3;REN;34,88888889;;30,99444444;;up_total;117,02;;54,22;110,01;;54,22
2164;370;Yu Qiaogang_2013_Effects;30,43;120,4;17,1245505;1513,329356;26,97857143;14,84285714;6,857142857;1;rice;CF;FYM;combined;no;conventional;no;conventional;no;no;no;210;3;REN;86,68095238;;70,26666667;;up_total;256,47;;74,44;222;;74,44
2165;371;Yu Shufang_2010_Investigation_Chinese;36,96;117,95;14,42739881;538,1724002;31,24285714;6,392857143;7,892857143;1;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;225;3;REN;30,02;;26,21;;up_total;170;;;161,42;;
2166;372;Yu Yingqiong_2011_Nitrogen_Chinese;31,52;120,1;16,62326469;1357,609498;31,26428571;14,68571429;7,121428571;1;wheat;CF;Compost,<40%;combined;no;conventional;no;rate;yes;no;no;180;3;REN;63,3;;41,7;;;;;;;;
2167;372;Yu Yingqiong_2011_Nitrogen_Chinese;31,52;120,1;16,62326469;1357,609498;31,26428571;14,68571429;7,121428571;1;wheat;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;180;3;REN;39,7;;41,7;;;;;;;;
2168;372;Yu Yingqiong_2011_Nitrogen_Chinese;31,52;120,1;16,62326469;1357,609498;31,26428571;14,68571429;7,121428571;1;wheat;RFR;;mineral;no;conventional;no;rate;yes;no;no;180;3;REN;42,2;;41,7;;;;;;;;
2169;372;Yu Yingqiong_2011_Nitrogen_Chinese;31,52;120,1;16,62326469;1357,609498;31,26428571;14,68571429;7,121428571;1;wheat;RFR;;mineral;no;conventional;no;rate;yes;no;no;180;3;REN;38;;41,7;;;;;;;;
2170;372;Yu Yingqiong_2011_Nitrogen_Chinese;31,52;120,1;16,62326469;1357,609498;31,26428571;14,68571429;7,121428571;1;wheat;CF;compost pig manure;combined;no;conventional;no;conventional;no;no;no;180;3;REN;63,3;;42,4;;up_total;158,6;;;120,5;;
2171;373;YUAN Man-man_2010_Effect_Chinese;31,28;118,51;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;22;;22;;;;;;;;
2172;373;YUAN Man-man_2010_Effect_Chinese;31,28;118,51;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;EE;CRF;enhanced;no;conventional;no;timing;no;no;yes;180;3;REN;31;;22;;;;;;;;
2173;373;YUAN Man-man_2010_Effect_Chinese;31,28;118,51;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;EE;CRF;enhanced;no;conventional;no;timing;no;no;yes;180;3;REN;30;;22;;;;;;;;
2174;374;YUAN Man-man_2011_Different_Chinese;31,28;118,51;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;26,04;;20,84;;;;;;;;
2175;374;YUAN Man-man_2011_Different_Chinese;31,28;118,51;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;35,67;;20,84;;;;;;;;
2176;374;YUAN Man-man_2011_Different_Chinese;31,28;118,51;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;28,44;;20,84;;;;;;;;
2177;375;Yuan Manman_2011_Effects_Chinese;31,28;118,51;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;240;3;REN;18,7;;12,75;;;;;;;;
2178;375;Yuan Manman_2011_Effects_Chinese;31,28;118,51;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;240;3;REN;35,68;;12,75;;;;;;;;
2179;375;Yuan Manman_2011_Effects_Chinese;31,28;118,51;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;240;3;REN;52,55;;12,75;;;;;;;;
2180;375;Yuan Manman_2011_Effects_Chinese;31,28;118,51;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;RFR;;enhanced;no;conventional;no;timing;no;no;yes;168;3;REN;32,77;;12,75;;;;;;;;
2181;375;Yuan Manman_2011_Effects_Chinese;31,28;118,52;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;18,7;;12,75;;;;;;;;
2182;375;Yuan Manman_2011_Effects_Chinese;31,28;118,52;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;EE;;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;32,77;;12,75;;;;;;;;
2183;375;Yuan Manman_2011_Effects_Chinese;31,28;118,52;16,77087212;1377,150912;45,27142857;12,42142857;6,657142857;1;rice;EE;;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;29,74;;12,75;;;;;;;;
2184;376;Yuan Manman_2011_Effects_Chinese;31,25;118,55;16,77087212;1377,150912;42,55714286;12,44285714;6,55;1;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;35,27;;20,73;;up_total;198,3;;;163,4;;
2185;376;Yuan Manman_2011_Effects_Chinese;31,25;118,55;16,77087212;1377,150912;42,55714286;12,44285714;6,55;1;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;29,22;;20,73;;up_total;183,8;;;163,4;;
2186;376;Yuan Manman_2011_Effects_Chinese;31,25;118,55;16,77087212;1377,150912;42,55714286;12,44285714;6,55;1;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;25,72;;20,73;;up_total;175,7;;;163,4;;
2187;376;Yuan Manman_2011_Effects_Chinese;31,25;118,55;16,77087212;1377,150912;42,55714286;12,44285714;6,55;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;240;3;REN;20,3;;17,89;;up_total;188,8;;;182,1;;
2188;376;Yuan Manman_2011_Effects_Chinese;31,25;118,55;16,77087212;1377,150912;42,55714286;12,44285714;6,55;1;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;26,35;;17,89;;up_total;206,4;;;182,1;;
2189;376;Yuan Manman_2011_Effects_Chinese;31,25;118,55;16,77087212;1377,150912;42,55714286;12,44285714;6,55;1;rice;EE;CRF;enhanced;no;conventional;no;timing;no;no;yes;240;3;REN;30,74;;17,89;;up_total;217,4;;;182,1;;
2190;377;Zhan Qihou_2006_Effect_Chinese;32,7;117;15,90440076;946,6970967;29,99285714;6,742857143;7,392857143;1;wheat;RFR;farmers'N practice270kgN/ha;mineral;no;conventional;no;rate;yes;no;no;120;3;REN;54,3;;30;;;;;;;;
2191;377;Zhan Qihou_2006_Effect_Chinese;32,7;117;15,90440076;946,6970967;29,99285714;6,742857143;7,392857143;1;wheat;RFR;farmers'N practice270kgN/ha;mineral;no;conventional;no;rate;yes;no;no;195;3;REN;40,5;;30;;;;;;;;
2192;377;Zhan Qihou_2006_Effect_Chinese;32,7;117;15,90440076;946,6970967;29,99285714;6,742857143;7,392857143;1;wheat;RFR;farmers'N practice270kgN/ha;mineral;no;conventional;no;rate;yes;no;no;120;3;REN;57,4;;35,1;;;;;;;;
2193;377;Zhan Qihou_2006_Effect_Chinese;32,7;117;15,90440076;946,6970967;29,99285714;6,742857143;7,392857143;1;wheat;RFR;farmers'N practice270kgN/ha;mineral;no;conventional;no;rate;yes;no;no;195;3;REN;46,8;;35,1;;;;;;;;
2194;378;ZHAN Xiu-mei_2011_Effect_Chinese;40,8;123,55;6,579010137;893,7450232;19,16428571;33,27857143;6,028571429;1;maize;RFR;;mineral;no;conventional;no;rate;yes;no;no;195;3;REN;43,9;;29,8;;;;;;;;
2195;378;ZHAN Xiu-mei_2011_Effect_Chinese;40,8;123,55;6,579010137;893,7450232;19,16428571;33,27857143;6,028571429;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;240;3;REN;50,5;;49,8;;;;;;;;
2196;378;ZHAN Xiu-mei_2011_Effect_Chinese;40,8;123,55;6,579010137;893,7450232;19,16428571;33,27857143;6,028571429;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;240;3;REN;45,3;;49,8;;;;;;;;
2197;379;Zhang Dan_2017_Increasing_Chinese;25,97;99,97;12,19580701;1212,64702;29,66428571;25,71428571;6,857142857;2;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;180;3;REN;67,72222222;;18,33333333;;up_total;219;28,8;97,1;130,1;11,8;97,1
2198;379;Zhang Dan_2017_Increasing_Chinese;25,97;99,97;12,19580701;1212,64702;29,66428571;25,71428571;6,857142857;2;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;180;3;REN;44,16666667;;18,33333333;;up_total;176,6;15,7;97,1;130,1;11,8;97,1
2199;379;Zhang Dan_2017_Increasing_Chinese;25,97;99,97;12,19580701;1212,64702;29,66428571;25,71428571;6,857142857;2;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;180;3;REN;75,44444444;;12,44444444;;up_total;243,1;15,1;107,3;129,7;10,7;107,3
2200;379;Zhang Dan_2017_Increasing_Chinese;25,97;99,97;12,19580701;1212,64702;29,66428571;25,71428571;6,857142857;2;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;180;3;REN;52,05555556;;12,44444444;;up_total;201;15,4;107,3;129,7;10,7;107,3
2201;380;Zhang Heng-heng_2016_Soil_Chinese;36,05;111,52;13,63250949;636,7239485;18,62142857;8,664285714;8,064285714;1;wheat;NT;37500kg/ha;mineral;no;no-till;no;conventional;no;no;no;195;3;REN;31;;33;;;;;;;;
2202;380;Zhang Heng-heng_2016_Soil_Chinese;36,05;111,52;13,63250949;636,7239485;18,62142857;8,664285714;8,064285714;1;wheat;NT;37500kg/ha;mineral;no;no-till;no;conventional;no;no;no;195;3;REN;26;;28;;;;;;;;
2203;381;Zhang Hui_2011_Gaseous_Chinese;38,13;106,27;11,23324191;254,7895471;29,03571429;7,678571429;8,492857143;1;rice;CF;pig manure;combined;no;conventional;no;conventional;no;no;no;300;3;REN;39,6;;28,1;;up_total;325,45;;;283,4;;
2204;381;Zhang Hui_2011_Gaseous_Chinese;38,13;106,27;11,23324191;254,7895471;29,03571429;7,678571429;8,492857143;1;rice;CF;pig manure;combined;no;conventional;no;conventional;no;no;no;300;3;REN;47,7;;39,4;;up_total;320,25;;;291,35;;
2205;381;Zhang Hui_2011_Gaseous_Chinese;38,12;106,27;11,23324191;254,7895471;28,18571429;7,085714286;8,492857143;2;rice;CF;Pig manure,<40%;combined;no;conventional;no;conventional;no;no;no;300;3;REN;37,6;;24,2;;;;;;;;
2206;381;Zhang Hui_2011_Gaseous_Chinese;38,12;106,27;11,23324191;254,7895471;28,18571429;7,085714286;8,492857143;2;rice;CF;Pig manure,<40%;combined;no;conventional;no;conventional;no;no;no;240;3;REN;46,8;;33,2;;;;;;;;
2207;381;Zhang Hui_2011_Gaseous_Chinese;38,12;106,27;11,23324191;254,7895471;28,18571429;7,085714286;8,492857143;2;rice;CF;Pig manure,<40%;combined;no;conventional;no;conventional;no;no;no;300;3;REN;41,6;;32;;;;;;;;
2208;381;Zhang Hui_2011_Gaseous_Chinese;38,12;106,27;11,23324191;254,7895471;28,18571429;7,085714286;8,492857143;2;rice;CF;Pig manure,<40%;combined;no;conventional;no;conventional;no;no;no;240;3;REN;48,6;;45,6;;;;;;;;
2209;382;ZHANG Li-juan_2011_Effect_Chinese;31,65;117,78;16,64925753;1294,554057;36,20714286;10,15;6,857142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;225;3;REN;26,7003;;25,8186;;;;;;;;
2210;382;ZHANG Li-juan_2011_Effect_Chinese;31,65;117,78;16,64925753;1294,554057;36,20714286;10,15;6,857142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;225;3;REN;28,8413;;25,8186;;;;;;;;
2211;382;ZHANG Li-juan_2011_Effect_Chinese;31,65;117,78;16,64925753;1294,554057;36,20714286;10,15;6,857142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;225;3;REN;22,796;;22,5441;;;;;;;;
2212;382;ZHANG Li-juan_2011_Effect_Chinese;31,65;117,78;16,64925753;1294,554057;36,20714286;10,15;6,857142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;225;3;REN;33,1234;;22,5441;;;;;;;;
2213;382;ZHANG Li-juan_2011_Effect_Chinese;31,65;117,78;16,64925753;1294,554057;36,20714286;10,15;6,857142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;225;3;REN;27,7078;;30,1008;;;;;;;;
2214;382;ZHANG Li-juan_2011_Effect_Chinese;31,65;117,78;16,64925753;1294,554057;36,20714286;10,15;6,857142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;225;3;REN;37,2796;;30,1008;;;;;;;;
2215;382;ZHANG Li-juan_2011_Effect_Chinese;31,65;117,78;16,64925753;1294,554057;36,20714286;10,15;6,857142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;225;3;REN;27,7078;;24,4332;;;;;;;;
2216;382;ZHANG Li-juan_2011_Effect_Chinese;31,65;117,78;16,64925753;1294,554057;36,20714286;10,15;6,857142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;225;3;REN;30,9824;;24,4332;;;;;;;;
2217;383;Zhang Lu_2010_Study_Chinese;28,54;116,54;18,95272433;1902,80264;36,28571429;10,50714286;5,564285714;2;rice;CF;Pig manure,<40%;combined;no;conventional;no;conventional;no;no;no;165;3;REN;41,8;;42,6;;;;;;;;
2218;383;Zhang Lu_2010_Study_Chinese;28,54;116,54;18,95272433;1902,80264;36,28571429;10,50714286;5,564285714;2;rice;CF;Pig manure,>60%;combined;no;conventional;no;conventional;no;no;no;132;3;REN;42,5;;47,6;;;;;;;;
2219;383;Zhang Lu_2010_Study_Chinese;28,54;116,54;18,95272433;1902,80264;36,28571429;10,50714286;5,564285714;2;rice;CF;Pig manure,<40%;combined;no;conventional;no;conventional;no;no;no;187,5;3;REN;36,5;;42;;;;;;;;
2220;383;Zhang Lu_2010_Study_Chinese;28,54;116,54;18,95272433;1902,80264;36,28571429;10,50714286;5,564285714;2;rice;CF;Pig manure,>60%;combined;no;conventional;no;conventional;no;no;no;150;3;REN;37,5;;36,4;;;;;;;;
2221;383;Zhang Lu_2010_Study_Chinese;28,54;116,54;18,95272433;1902,80264;36,28571429;10,50714286;5,564285714;2;rice;CF;Pig manure,<40%;combined;no;conventional;no;conventional;no;no;no;165;3;REN;37,1;;37,3;;;;;;;;
2222;383;Zhang Lu_2010_Study_Chinese;28,54;116,54;18,95272433;1902,80264;36,28571429;10,50714286;5,564285714;2;rice;CF;Pig manure,>60%;combined;no;conventional;no;conventional;no;no;no;132;3;REN;37;;42,8;;;;;;;;
2223;383;Zhang Lu_2010_Study_Chinese;28,54;116,54;18,95272433;1902,80264;36,28571429;10,50714286;5,564285714;2;rice;CF;Pig manure,<40%;combined;no;conventional;no;conventional;no;no;no;187,5;3;REN;29,2;;28,4;;;;;;;;
2224;383;Zhang Lu_2010_Study_Chinese;28,54;116,54;18,95272433;1902,80264;36,28571429;10,50714286;5,564285714;2;rice;CF;Pig manure,>60%;combined;no;conventional;no;conventional;no;no;no;150;3;REN;29,2;;29,2;;;;;;;;
2225;384;ZHANG Qing-wen_2011_Nitrogen_Chinese;35,01;116,67;15,29605115;709,6549438;36,95;6,278571429;7,807142857;1;rice;EE;;enhanced;no;conventional;no;conventional;no;no;no;375;3;REN;29,19;;21,86;;up_total;263,77;15,98;;232,54;9,8;
2226;384;ZHANG Qing-wen_2011_Nitrogen_Chinese;35,01;116,67;15,29605115;709,6549438;36,95;6,278571429;7,807142857;1;rice;RFR;;enhanced;no;conventional;no;rate;yes;no;no;337,5;3;REN;37,17;;21,86;;up_total;276,04;12,5;;263,77;15,98;
2227;384;ZHANG Qing-wen_2011_Nitrogen_Chinese;35,01;116,67;15,29605115;709,6549438;36,95;6,278571429;7,807142857;1;rice;RFR;;enhanced;no;conventional;no;rate;yes;no;no;300;3;REN;24,81;;21,86;;up_total;225,02;18,85;;263,77;15,98;
2228;385;Zhang Shui-Qing_2008_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;1;rice;RES;4890kg/ha;mineral;yes;conventional;no;conventional;no;no;no;140;3;REN;39,63;;35,44;;;;;;;;
2229;385;Zhang Shui-Qing_2008_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;1;rice;RES;4890kg/ha;mineral;yes;conventional;no;conventional;no;no;no;140;3;REN;38,2;;35,37;;;;;;;;
2230;385;Zhang Shui-Qing_2008_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;1;rice;RES;4890kg/ha;mineral;yes;conventional;no;conventional;no;no;no;140;3;REN;38,74;;35,34;;;;;;;;
2231;385;Zhang Shui-Qing_2008_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;1;rice;RES;4890kg/ha;mineral;yes;conventional;no;conventional;no;no;no;140;3;REN;32,9;;32,71;;;;;;;;
2232;385;Zhang Shui-Qing_2008_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;1;rice;RES;4890kg/ha;mineral;yes;conventional;no;conventional;no;no;no;140;3;REN;32,29;;32,13;;;;;;;;
2233;385;Zhang Shui-Qing_2008_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;1;rice;RES;4890kg/ha;mineral;yes;conventional;no;conventional;no;no;no;140;3;REN;31,98;;30,82;;;;;;;;
2234;386;Zhang Shui-Qing_2010_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;2;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;140;4;REN;53,67;;42,31;;;;;;;;
2235;386;Zhang Shui-Qing_2010_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;2;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;140;4;REN;45,28;;42,87;;;;;;;;
2236;386;Zhang Shui-Qing_2010_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;2;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;140;4;REN;50,43;;33,78;;;;;;;;
2237;386;Zhang Shui-Qing_2010_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;2;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;140;4;REN;37,5;;35,04;;;;;;;;
2238;386;Zhang Shui-Qing_2010_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;2;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;140;4;REN;38,79;;31,68;;;;;;;;
2239;386;Zhang Shui-Qing_2010_Effect_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;2;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;140;4;REN;34,83;;25,46;;;;;;;;
2240;387;Zhang Wen-xue_2013_Effect_Chinese;28,35;115,9;18,766266;1796,924096;30,57142857;10,56428571;5,564285714;1;rice;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;135;3;REN;37,82;;31,82;;;;;;;;
2241;387;Zhang Wen-xue_2013_Effect_Chinese;28,35;115,9;18,766266;1796,924096;30,57142857;10,56428571;5,564285714;1;rice;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;135;3;REN;34,71;;31,82;;;;;;;;
2242;387;Zhang Wen-xue_2013_Effect_Chinese;28,35;115,9;18,766266;1796,924096;30,57142857;10,56428571;5,564285714;1;rice;EE;DI;enhanced;no;conventional;no;conventional;no;no;no;135;3;REN;39,36;;31,82;;;;;;;;
2243;387;Zhang Wen-xue_2014_Highest_Chinese;28,26;116,34;18,90550753;1879,565249;34,22142857;9,714285714;5,4;1;rice;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;31,3978;;30,7527;;;;;;;;
2244;387;Zhang Wen-xue_2014_Highest_Chinese;28,26;116,34;18,90550753;1879,565249;34,22142857;9,714285714;5,4;1;rice;RFR;;enhanced;no;conventional;no;rate;yes;no;no;157,5;3;REN;33,7634;;30,7527;;;;;;;;
2245;387;Zhang Wen-xue_2014_Highest_Chinese;28,26;116,34;18,90550753;1879,565249;34,22142857;9,714285714;5,4;1;rice;RFR;;enhanced;no;conventional;no;rate;yes;no;no;135;3;REN;37,4194;;30,7527;;;;;;;;
2246;387;Zhang Wen-xue_2014_Highest_Chinese;28,26;116,34;18,90550753;1879,565249;34,22142857;9,714285714;5,4;1;rice;RFR;;enhanced;no;conventional;no;rate;yes;no;no;112,5;3;REN;38,0645;;30,7527;;;;;;;;
2247;387;Zhang Wen-xue_2014_Highest_Chinese;28,26;116,34;18,90550753;1879,565249;34,22142857;9,714285714;5,4;1;rice;RFR;;enhanced;no;conventional;no;rate;yes;no;no;90;3;REN;39,5699;;30,7527;;;;;;;;
2248;387;Zhang Wen-xue_2014_Highest_Chinese;28,26;116,34;18,90550753;1879,565249;34,22142857;9,714285714;5,4;1;rice;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;32,1583;;30,4317;;;;;;;;
2249;387;Zhang Wen-xue_2014_Highest_Chinese;28,26;116,34;18,90550753;1879,565249;34,22142857;9,714285714;5,4;1;rice;RFR;;enhanced;no;conventional;no;rate;yes;no;no;157,5;3;REN;34,7482;;30,4317;;;;;;;;
